text,label
운동을 열심히 해서 조금이라도 더 튼튼한 몸을 만들어 자식들이 걱정할 일을 만들지 않아야겠어.,1
병원에 가봐야 할 것 같아. 더 있다가는 자식들 괴롭히기만 하겠어.,1
난 집착이라고 생각하지 않았었는데 그 말을 들으니 눈물이 나더라.,1
오늘도 난 신체장애를 핑계로 목표 없이 하루를 허송세월하며 보냈어. 이런 날들이 괴로워.,1
이런 일이 생길 줄 몰랐어. 많이 부족한 아버지라서 자식들에게 너무 미안해.,1
성적으로 선생님이 나와 친구를 차별해서 친구와 싸웠어. 친구에게 너무 미안해.,1
남편에게 하소연이나 해봐야지. 내 편을 들어줄 거야.,1
응. 친구는 운동도 열심히 하고 참 관리를 잘했더라고. 나도 이제부터 관리해야겠어.,1
사기를 당해 재산을 날린 이후론 누구도 믿을 수가 없어.,1
부인이 얼마 전 돌아가고 나니 집이 텅빈듯 적적해서 집에 있기가 싫어.,1
직장에서 온몸에 문신이 그려진 직원이 있어. 먼저 다가가기가 쉽지 않아.,1
장애가 있어도 할 수 있는 일을 찾아 예전만큼은 못하더라도 아이를 위해 열심히 일해야겠어.,1
나도 살림에 보탬이 될까 싶어서 떡볶이 가게를 차렸는데…그마저도 망하고...,1
아이를 키우면서 대학원을 다니고 있는데 아이 돌보느라 공부를 못하니 스트레스받고 불안해.,1
남편이 미운 건 아니고… 그냥 좀 불쌍해요.,1
나는 우리나라 학교와 체질이 맞지 않는 것 같아. 너무 힘들어.,1
자식이 크면 클수록 부모하고 관계가 어색해 진다고 하는데 나는 우리 아들딸하고 아직도 벗처럼 편안해 이제 고등학생인데도 친구보다 부모님하고 함께 있는 걸 좋아하더라고. 자전거도 타고 배드민턴도 하고 어디 나들이 가서 도시락도 먹고 신나게 놀지.,0
아내랑 진지하게 대화를 해봐야겠어.,1
가정의 재정이 안 좋아서 너무 슬퍼.,1
남편도 아무도 알아주지 않아. 그냥 하루하루 숨만 쉬며 살고 있어.,1
나중에 내가 어떤 일을 어떻게 하면서 살아야 할지 모르겠어.,1
내 친구를 괴롭힌 애에게 복수하기 위해 그 애의 비밀을 일부러 말하고 다녔어.,1
딸이 공부도 잘하는데 취업을 안 해서 속상한 기분이야.,1
회사 체육대회에서 무리해서 그런지 몸살이 났어. 체력이 예전 같지가 않아.,1
나 혼자 방 안에서 울고 있을 거야.,1
도대체 나 이제 어떻게 해야 하지?,1
어제 애들 매일 때리고 다니던 아이가 전학갔어. 너무 다행이야. 어. 그 친구 사라지니 좀 안심되고 담임선생님도 뭔가 신나보여.,0
인터넷에서 쉽게 주문 할 수 있었어. 친구보다 피부가 좋아지고 싶어.,1
그동안 진짜 열심히 했는데 허망해.,1
몸이 안 좋아 입원 중인데 어린 손자들이 병문안을 와서 애교도 부리고 말하는 걸 보니 아주 행복해. 손자들을 오랫동안 보고 싶어. 내가 건강하게 몸 관리를 잘해서 오래 살아야겠어.,0
엄마한테 조심스럽게 이야기를 꺼내 봐야겠어.,1
아니. 생각만 해도 너무 부끄러워서 얼굴이 화끈거려.,1
친구에게 도움이 될 수 있는 방법을 찾아봐서 늦게라도 도움이 되어줘야겠어.,1
치료도 더 꾸준히 받고 허탈해하지 말고 사람들에게 내가 먼저 연락을 해야겠어.,1
이렇게 회사 다닐 바에는 그만 두는 것도 고민 중이야.,1
나이가 많은데도 아직도 일을 할 수 있다는 사실이 너무 기뻐. 내가 돈을 벌 수 있는 것에 감사하고 정말 다행이라고 생각해. 그래도 내가 성실하게 잘 살아왔나 봐. 앞으로도 남은 날 동안 열심히 일 해야지.,0
내가 월급날만 기다려왔어. 그런데 다음 주에 주신다고 하시니까 너무 힘이 빠져.,1
부모님께서 내가 원하는 것을 지원해 주신다고 했는데 예체능은 안 된다고 하셔.,1
치료하려 노력중인데 앞으로는 힘든 일을 못 하지. 준비 안 된 노후도 막막하고 가족들 볼 면목도 없고.,1
건강관리를 한답시고 운동을 열심히 했는데 너무 무리해서 관절염이 생겼어. 너무 억울해.,1
내가 이 나이까지 직장생활을 유지하기 위해 얼마나 많은 노력을 했는데.,1
나는 우리 반에서 제일 공부를 잘해. 그래서 대학교 진학에도 느긋한 심정이야.,0
오늘 정말 좋은 일이 있었어! 중요한 회의라 나뿐만 아니라 팀원 전체 인사평가가 결정되기 때문에 더 긴장했어. 벌써 출근이 기다려져.,0
요새 작은딸이 하라는 공부는 안 하고 맨날 핸드폰만 하고 있어서 걱정스러워.,1
저번에 입원했을 때 간호하는 남편에게 미안하고 고맙기도 했어.,1
부모님과 자식들을 부양하는데 너무 힘들고 지쳐.,1
남편의 어머니가 악의적으로 문자를 보내시는데 견딜 수가 없어. 아들을 내가 뺏어간다고 하시는데 뭐라고 반응해야 좋을지.,1
같은 재료로 레시피를 좀 다르게 하면 안 되나?,1
요새 통 전화도 안 하고 찾아오지도 않아. 내가 없어지면 더 좋아할 것 같아.,1
새로 부임한 부장님이 정말 귀찮게 해.,1
업무도 파악하기 전에 이렇게 많은 일을 준다는 게 날 테스트해 보는 건지 잘 모르겠어.,1
내가 좋아하는 것을 열심히 하는 모습을 보여주면 조금은 이해해 주실 거야.,1
당분간은 건강을 회복하는 것에 집중해야겠어.,1
분노가 치민다 치밀어.,1
동아출판사에서 연락이 와서 다니게 됐어요.,1
부모님이랑 싸웠는데 친구도 없어서 아무도 위로해 주지 않아. 날 아무도 좋아하지 않을 거야.,1
아버지가 술만 드시면 나를 손찌검하셔서 상처 때문에 학교도 못 가고 서러워.,1
내가 해주는 것들을 어느 순간 당연하다고 여기고 있어.,1
하지만 금새 그날로 돌아가. 나에게 욕을 하고 손을 드는 아빠 앞으로..,1
먼저 저축을 하고 남은 돈으로 계획적으로 생활을 해야지.,1
의사가 분명히 수술이 잘 되었다고 했거든. 그런데 삼 주가 되도록 몸을 움직일 수 없어.,1
나이가 들다 보니 나 스스로에게 괜히 화가 날 때가 있어.,1
새엄마가 성적에 예민한데 난 맨날 게임만 하고 있어서 시험을 망칠 것 같아 불안해.,1
딸과 대화가 먼저여야 했는데 너무 바보 같았어.,1
내가 홧김에 말을 심하게 해서 친구가 화가 많이 났어. 사과하고 싶은데 방법이 없을까?,1
선생님을 따로 찾아가서 자세하게 말씀을 드려봐야겠어.,1
오늘 취업 스터디에서 당황스러운 일이 있었어.,1
아무래도 같이 오랫동안 지내온 팀원들과 정이 많이 들어서 그런가 봐.,1
일을 하다가 크게 다치는 바람에 엎친 데 덮친 격으로 일자리도 잃게 되었어.,1
예체능 쪽으로 진로를 바꾸고 싶은데 부모님이 보수적이어서 걱정했는데 다행히 허락해주셨어. 부모님이 날 믿고 허락해주신 거여서 많이 노력해야겠어. 학교와 학원 그리고 집을 오가면서 예체능 공부를 열심히 해야겠다.,0
친구들이 나를 따돌려서 힘들었는데 가족들은 내가 이길 수 있다고 믿어줘서 든든해. 가족들이 많이 의지가 돼. 그런데 내가 뭐부터 해야 할지 잘 모르겠어. 선생님과 한 번 대화를 해볼래. 선생님이 해결할 방법을 알고 계실 거야.,0
엊그제 마트에서 산 물건을 교환하러 갔는데 직원의 불친절한 응대에 너무 당황스러웠어.,1
나도 최선을 다했는데 결과가 이 모양인 것을 어떻게 해. 열심히 했는데 억울해.,1
새벽에 아버지가 자꾸 텔레비전을 틀어 놓으셔.,1
아무렇지 않게 있다가 갑자기 이러니까… 너무 쪽 팔려.,1
"근데 난 이상하게 재미가 없고, 뭐든게 다 귀찮지?",1
고맙습니다. 채소니까 남자친구 줘야겠다. 남자친구주려고 채소주스 챙기는게 참 마음도 예쁘네. 그런데 부모 없는 처지가 비슷해서 우리 손주가 마음에 끌렸나.,0
애지중지 키워 놨더니 말도 안 듣고 괘씸해 아주.,1
이 개념만 확실히 이해하면 모의고사에서 안전하게 일 등급 받을 수 있을 것 같아! 그래서 이 개념만 열심히 공부해서 안전하게 일 등급 받도록 해야겠어. 교과서를 다시 한 번 읽어보면서 개념을 복습해야겠어.,0
요즘 바깥 활동을 전혀 안하니까 우울증이 도진 것 같아.,1
엄마는 항상 동생이 어리니까 나보고 이해하라고 하셔.,1
왜 나를 그렇게 싫어하는지 모르겠어. 무슨 이유라도 있나.,1
병원에서 조기에 질병을 발견해서 치료할 수 있었어. 참 감사한 일이야. 모르고 그냥 뒀으면 커질 수 있는 병이었는데 운 좋게 발견했어. 꾸준히 건강검진을 받아왔기 때문에 가능했던 일이지.,0
요즘 코로나 때문에 회사가 힘든 시점이 되었어. 우리 직원들이 부담 안 느껴도 된다고 얘기해주네. 직원들 이해가 고맙고 회사가 이렇게 성장한 것에 무척 만족해.,0
다른 사람들이 나를 바라보는 시선에 많이 힘들었어.,1
우리 상사는 그런 말도 안하고 항상 야근해. 진짜 왜 그러나 모르겠어.,1
그럼요! 이뻐 죽겠는데! 난 당신이 이렇게 좋아하니 우리 서방이 더 이쁘네!,0
이해는 하면서 아이와 대화를 많이 해봐야겠어.,1
구청에 민원을 넣어봐야겠어.,1
조금만 움직여도 피곤해.,1
언니가 기분이 좋을 때 잘 얘기를 해봐야겠어.,1
남편이 몰래 주식을 하다가 돈을 다 날렸는데 정말 화가 나.,1
지원하는 회사에서 요구하는 자격증을 모두 취득했어. 그런데 모든 자격증이 있다고 해서 합격이 될 수 있을지 걱정돼. 이 회사에서 원하는 인재상이 되도록 면접 준비를 잘 해야 할 것 같아.,0
나는 아직 부모님의 곁이 필요한데 돌아가셨어. 너무 힘들어서 우울증도 걸렸어.,1
같이 입사한 사람들은 하나둘씩 승진을 하는데 난 아직도 그대로야.,1
업무에 최선을 다했다고 생각했는데 승진에서 계속 밀렸어.,1
우리한테 돈 빌려줄 생각 없으니까 그런 연락은 하지 말라면서 깔깔대는 것 있지?,1
나는 너무 남의 시선을 의식하는 것 같아.,1
출산한 뒤 남편의 돌변한 태도에 화가 나. 너무 화가 나서 남편에게 해코지하고 싶을 정도야.,1
내 친구는 아주 작은 일에도 성실하게 임하는데 세상에 그만한 사람이 없다고 생각해. 나도 그 친구처럼 성실해지고 싶은데 쉽지 않네. 사소한 일이라도 계획을 세워서 실천해 나가는 것이 좋겠어.,0
그것도 오래되었지만 이런 사실을 어디 얘기할 수도 없어서 더 외로워.,1
그 친구들 덕에 그나마 견딜 만했는데 힘드네. 억울하게 누명을 쓰게 된 것도 마음이 아프고.,1
살아오며 모아둔 돈이 없어 모두 연금으로 치료비를 지불해야 해서 막막해.,1
가만히 있다가도 눈물 날 것 같고 그래.,1
그래서 그런지 구직 활동을 하고 있지만 일자리 구하기가 어려워.,1
왜 그렇게 담배를 피웠을까? 계속 병원 신세를 지려니 애들한테 미안해.,1
학교에서 따돌림을 당해서 살고 싶지 않아. 모든게 절망적이야.,1
착하고 숨기기만 하는 게 악영향을 줄 수 있다는 걸 알게 됐어. 조금만 더 솔직해지려고.,1
취업해서 독립하시는 걸 바라실 텐데 너무 죄책감이 들어.,1
돈이 있다는 거짓말을 해서라도 아들과 손주들을 보고 싶어.,1
딸이 왜 그런 선택을 하게 되었는지 대화를 나눠봐야겠어.,1
그러다보니 몸도 너무 안 좋고…,1
무슨 짓을 해도 허리가 아파서 짜증나.,1
입사 때부터 날 잘 챙겨주시던 상사이자 선배였거든.,1
내일부터 이 악물고 공부하려고. 내 성적이 크게 떨어진 것은 사실이긴 해.,1
명절 때 아니면 자식들이 자주 찾아오지도 않아서 혼자 있는 시간이 길어지다 보니 외롭네.,1
치매 증상으로 기억이 가물가물하다 보니까 나 자신이 무가치하게 느껴져.,1
여자 친구가 화가 난 상태로 헤어졌어.,1
괜찮아요. 나중에 꼭 한꺼번에 받아낼테니까요. 그래. 기대하도록 하지.,0
밥 먹는 시간이 안 왔으면 좋겠어.,1
나는 더 높은 교육의 질을 위해 노력하는 것뿐인데 주변에서 안 좋은 시선으로 봐서 화가나.,1
"보이는 것에 반해 모인 관객이 무슨 소용이에요. 눈을 현혹당한 사람들이 음악을 제대로 듣기나 하는 줄 알아요? 그건 아니에요. 음악에 대한 전문지식은 없지만, 노래가 좋고 싫음 정도는 구분할 수 있다고요. 관객을 무시하지 마세요!",1
나는 원하는 것들을 다 살 수 있을 만큼 재산을 모았어. 아주 든든하고 기뻐. 그 동안의 힘들었던 시간들이 다 보상받는 기분이야. 얼른 나에게 선물을 주고 싶어. 집에서의 여가시간을 보낼 때 사용할 컴퓨터를 사고 싶어.,0
손자들이 내가 보고 싶다며 찾아왔어. 너무 기뻐. 갓 태어났을 때가 엊그제 같은데 벌써 이렇게 컸다는 게 안 믿기고 너무 기뻐. 간단히 할 수 있는 놀이를 함께 해야겠어.,0
남편이 얼마 전 죽었는데 이 세상에 나만 혼자 남은 느낌이야. 건강도 점점 안 좋아지고.,1
새로 태어난 동생은 부모님이 안 계실 땐 내가 돌봐야 했어.,1
학업을 계속해야 한다니 너무 힘들어.,1
내가 조금 더 적극적으로 대화를 시도해보는 게 좋을 거 같아.,1
일등 유지하려고 친구들하고도 어울리지도 않잖아!,1
완치 후 집에 오니 지인들이 선물이 많이 와있다. 인생 잘 산 것 같아서 기뻐. 건강도 좋고 친구들도 많고 이게 행복인 거 같아. 좋은 친구관계를 유지하려고 노력해야 할 거 같아.,0
돈 때문에 가족들에게 가장 좋은 것을 해 줄 수 없어서 더 슬퍼.,1
응. 정말 진퇴양난이지.,1
직장 내에서 적응을 못 하고 있어.,1
너무 기쁘다! 병원비 걱정을 이젠 안 해도 돼. 결과를 기다리면서 얼마나 걱정했는지 몰라. 고혈압만 있고 나머진 문제없대. 하루 종일 기분이 좋을 것 같아. 오늘은 외식해야겠어.,0
가해자에 대한 처분이 제대로 이루어지지 않아 스트레스 받아.,1
너무 상처받았어. 열악한 상황에서 나름 팀원들 챙기면서 열심히 한다고 했는데 팀원들은 나를 그렇게 평가하고 있었어.,1
죽음이 혐오스러워.,1
오늘도 친구들이 나를 따돌리고 괴롭혔어. 내가 뭘 잘못했길래 그러는지 모르겠어.,1
자녀들이 내 수술 날에 아무도 오지 않았어.,1
직원이 너무 말을 안들어서 신경쓰여.,1
내 잘못으로 홀로 계신 어머니가 돌아가셨어. 이렇게 만든 나 자신을 증오해.,1
내가 몸 관리를 안 해서 배뇨 장애가 생긴 것 같아서 벌 받는 것 같아.,1
업무 스트레스가 너무 많아서 잠을 잘 못 자.,1
몸이 아파 매일 누워만 있었더니 며느리랑 아들한테 미안해 죽겠다.,1
며느리 얘기도 들어 봐야겠지만 그래도 따끔하게 혼을 내줘야겠어.,1
돌이켜 생각해 보면 내가 아이들에게 너무 잘못한 것이 많아. 미안하고 죄책감이 느껴져. 병들고 늙은 나를 버릴까 봐 두렵게 느껴져.,1
내가 어떤 어려움을 겪는지는 아무도 모를 텐데 이런 비난이나 들어야 하다니. 다 건강하지 못한 내 탓인지.,1
나는 지금 결혼을 하고 싶지 않아. 응. 좀 더 공부해 보고 싶어.,0
생각보다 사업이 잘 안 풀려 아내한테도 아이들한테도 면목이 없어. 다 내 잘못이야.,1
좀 아프지만 아직 멀쩡히 살아있는데 벌써 유산에 관심을 갖다니 정말 배신당한 기분이야.,1
가족끼리 여행휴가 가기로 했어. 정말 신나. 어디로 갈지 궁금해. 뭘 준비해야 하지? 메모장에 적어가며 하나씩 챙겨야겠어.,0
체육 선생님께 부탁드려서 짝을 만들어 달라고 부탁해봐야겠어.,1
내가 잘할 수 있는 게 뭘까 고민해 봐야겠지. 정부가 지원하는 직업교육도 알아보면 좋겠지.,1
나이가 들어서 그런지 작은 일에도 우울해지고 기운이 빠져.,1
주인은 아픈 내게 아주 매몰차게 대했어. 주인은 계속 화만 내니 분노가 줄질 않아.,1
아무래도 바람을 피우는 것 같아.,1
이런 내 눈을 남편이 안 봤으면 좋겠어.,1
엄마는 어렸을 때 다른 사람이랑 재혼해서 못 본지 오래됐고 아빠는 집에 잘 들어오지도 않아.,1
까다로웠던 계약을 성사시켜서 정말 다행이야. 성사되지 못할까 봐 걱정했어. 아직 사장님은 몰라. 당당하게 회사에 가자마자 말씀드릴 거야!,0
내년이면 벌써 내 나이가 오십이야. 나름으로 열심히 성실하게 살았다고 생각하는데 지금 와서 보니 모아놓은 돈도 없고 나중에 은퇴까지 하면 뭘 하고 지내야 할지 모르겠어.,1
요새 들어 계속 무시 받는 기분이 드니 자존감도 떨어지고 슬퍼.,1
학교 폭력 위원회를 열까도 검토 중이야.,1
아내랑 대화해서 너무 멀리는 이사를 하지 않는 것이 좋겠어.,1
아내의 건강을 위해 따로 살아야 할 것 같아. 아들한테 나가서 살라고 얘기해야겠어.,1
요즘 사업이 잘 되는 것 같아 기분이 좋아. 사업 초반엔 어려움이 많았지만 위기를 극복하니 요즘은 매출이 안정되어 편안해 사업 초반엔 거래처 확보가 안돼서 매출이 안 나왔지만 지금은 안정적으로 납품하고 있어 편안해.,0
선배들 눈에 띄지 않도록 조용히 학교생활을 하는 수밖에 없어.,1
좀 더 가족들과 함께 시간을 보내는 게 좋겠어.,1
불쾌한 기분이 자꾸 들어.,1
