text,label
오늘은 외롭다는 생각이 들면서도 혼자 보내야 할 시간이 참 소중해 보였다.,2
"오늘은 집에서 쉬고 있지만, 사회생활에 적응하지 못한 내 외로움이 쌓여 있어.",2
"한 주는 그렇게 흐르고 말았다. 피로와 함께 하루하루를 보내다 보니, 내 몸과 마음도 고통받아.",0
오늘의 나랑 비교해서 과거의 나는 더 행복했잖아.,3
"오늘은 몸과 마음 모두 피곤했다. 어떤 것도 해보고 싶지 않고, 일어날 힘이 없는 것만 같아. 이대로 쓰러지고 싶어서.",0
혼자 있기가 참 힘들었다. 친구들도 제게 관심 없다고 느껴져서 울었는데.,2
"오늘 참 화나서 못 견디겠었다. 예상치 못한 비가 와서 차도 절약하려고 버스를 탔는데, 승객들이 다 차 있어. 집에서 벗어나지 못할 줄 알았다고.",1
나 자신에게 좀 더 자비를 가져야겠다.,3
"오늘 하루 엉망이었다, 몸도 마음도 피곤한 놈 같아.",0
왜 이렇게 불만이 이렇게 많이 생길까? 남들이 잘해내는 것을 보면서 내가 못하겠다 싶어져.,1
집으로 돌아와서는 침대만 바라볼 뿐이었어. 움직여보려 해도 에너지가 없었다.,0
오늘은 정말 너무했다. 회의에서 내 의견을 무시당하고 난 뒤로 계속 분노가 가득했다.,1
"오늘 하루는 모든 것이 지치게 느껴졌어. 청승부를 다 해보긴 했는데, 전적으로 비효율적이었다.",0
오늘은 업무가 너무 많아 스트레스 받았어. 회장님이 불만족스러워하니까 화나는 기분이었어.,1
왜 내가 이런 사람인 걸까. 내 마음은 잘 이해해 보고 싶다.,3
전날 친구들과 싸워서 지금까지도 미안하다는 말을 못했다. 가슴이 답답하네.,2
오늘은 힘들었다. 몸도 마음도 전전긍긍하게 다 쓰러지네.,0
마치 천사가 내 옆에 앉아 아무 말도 안하는 것 같다.,0
"오늘은 정말 힘들었어. 회사에서 계속 잘못 혐오를 받고, 주눅 들었다.",1
카페에서 시간을 보내다가 우연히 이별 소식을 들었다. 답답했다.,2
"오늘은 늘 그렇듯 다시 허망하게 날아가고, 아직 모르는 걸 너무 많이 발견했다. 또 못한다고 느끼게 되네.",3
"오늘 사람들한테 속상하게 대했지만, 내심 이해해주길 바랐어.",2
"집에서 혼자 작업하다보니 불만이 가득 차 있었다. 동료들이 잘 하는 것 같지만, 나는 아직 부족하다는 압박감에 밤이 깊어져도 잠을 이루지 못했다.",1
회의 중 누군가 나를 부정적으로 평가하면서 아픔이 들었다. 모두에게 열린 척 했지만 결국 혼자였다.,2
늘 혼자였다는 걸 깨닫게 해준 하루였다.,2
오늘은 나가다마저 망쳤어... 혼자 미팅을 놓치고 말았네. 이번엔 어떻게 되었을지 짐작도 못해.,3
오늘은 다시 그 문제 때문에 불안했다. 늘 잘하고 싶어서 힘이 든다.,3
"회의에서 중요한 의사결정을 내야 했는데, 혼자서 결정해야만 했다. 모든 책임이 내 몫이 된 거 같아.",2
오늘은 끝도 없이 지친 날이었다. 몸도 마음도 바닥이었어.,0
저 사람들이 내 말을 정말 들어주지 않는 거야. 어떻게 하면 좋을지 모르겠다.,1
오늘은 참 고생했다. 계속되는 스트레스와 불안감이 터져 나오는 것 같아.,1
내가 너무 욕심이 많았나...다소비도 못하고...,3
오늘 회의에서 제안한 아이디어는 실패했다. 나에 대해 너무 실망스럽다.,3
늦은 오후가 되고도 여전히 피로하다. 어디서든 편안한 자리를 찾을 줄 모르겠다.,0
직장 동료가 내 프로젝트를 빼달라고 하자 불쾌함을 참지 못하고 대답했다.,2
"일 때문에 바쁘지만, 친구들과 소통하진 못했다. 끝나면 반드시 시간을 내야겠다.",2
오늘은 계속 머리가 복잡했다. 너무 많은 일을 떠안고 무리하게 나섰다. 이만큼 해서야 되겠나 싶다가도 자꾸만 부족해 보였다.,3
몸과 마음이 무겁게 느껴져. 오늘은 제대로 쉬어야겠다.,0
정신적 스트레스와 육체적 피로감이 겹쳐져서 아무것도 즐겁게 할 수 없었다.,0
오늘은 내가 뭔가 부족한 것 같아. 너무 힘들었다.,3
이번 일은 너무 했다... 어차피 내가 원하는 대로 되지 않았다.,1
"하루 종일 스트레스에 시달렸고, 결국 밤에도 수면을 방해했다. 이제는 진짜 피곤하다.",0
오늘은 제대로 하지 못했어. 다음엔 꼭 잘해내도록 할게.,3
오늘도 같은 반복 thôi. 지칠때마다 끝까지 버텨내야 해.,1
오늘은 또 못했던 일땜에 기분 나빠졌다. 내 실력이 너무 부족해 보여.,3
집에서 공부하다가 엄마가 무리하게 음식을 시키더니 먹고 싶지 않은 음식만 내밀어서 화를 참지 못하고 울었다.,1
어떤 활동하러 나가려고 해도 소진된 느낌이었다.,0
오늘 아침부터 약간의 피로감이 있어. 점점 더 늘어나는 것 같아.,0
오늘은 특히 배신감이 심했다. 친구처럼 생각했던 사람이 내가 놓치고 있었어. 이제 더 이상 억울함에 울지 않겠어.,2
왜 항상 이런 고전을 겪고 있을까... 오늘 하루는 정말 피로함과 함께였다.,0
오늘 아침에 사과 받았어. 그러고 보니 내가 너무 몹시 상처받아.,2
오늘은 정말 아무것도 할 수 없었다. 피곤함에 빠진 나를 다시 일으켜 세울 에너지가 없다.,0
"일과 가정, 아무런 힘을 줄 수 없는 거리, 끝없는 길이었다.",0
오늘은 정말 힘들었다. 걸음마다 피로가 스며났다.,0
이틀 째 계속되는 탈진감에 고개를 들기도 너무 힘들었다.,0
배신감이 가득했다. 누군가 믿었던 사람으로부터 거짓말을 당했으니.,2
친구와의 약속을 까먹고 혼자 미안했다.,2
오늘은 계속 불안해 해봤자 소용없다 라며 잠들려 했다 그러다가 깊게 잤는데도 아침에 아직도 불안한 건 역시나 나니까 이기지 못했다.,3
"오늘은 힘들었어, 다 싹 떨쳐버리고 싶었는데 못 해내져.",0
"너무 바쁘다니, 쉬는 시간조차 잡을 수 없었다.",0
"회의 중에 실수 한 건 이해했지만, 그 이유까지 다들 날 비난하는 건 참 못마땅했다.",1
"협업 프로젝트에서 내가 맡은 부분만 제대로 이루어졌는데, 그나마도 인정받지 못해 답답했다.",1
내가 너무 바빠서 뭐든 잘 못하는 것 같아.,3
오늘은 끝없이 무기력하고 피로해. 그래도 내일 다시 시작할 자신은 있어.,0
오늘 하루는 끝내주는 일이 없네. 너무 지쳤다.,1
오늘 친구와 싸워서 마음이 무겁고 복잡해졌어. 상대방의 말을 듣는 것도 힘들었다.,2
"무언가로 충만한 느낌 없이, 오늘은 공허함에 빠져 있었다.",0
전화 통화하는 동안 친구가 다른 데이트 약속을 했다는 걸 들었다. 혼자가 되니까 배신감이 더했어.,2
오늘은 다시 힘들게work했다. 끝나도 피곤한body다.,0
오늘 팀프로젝트에서 반려를 받았어. 다들 내 의견 무시하니까 외롭던 날 더 슬퍼졌어.,2
애인한테 속아서 그 돈 주고 사준 옷 쓸 기회도 없이 지금만 찢어질 뻔했다.,1
일찍 출근해서 조용히 업무를 처리하다가 팀원들이 나 뒤에서 웃었을 거 같아. 정말 답답한 하루였다.,1
계속 이렇게 못하겠다 싶어. 무능력해서 내가 혼자만 답답해져.,3
피로를 버텨내려고 애쓰지만 결국 내일은 그대로 똑같을 거야.,0
"오늘은 그저 피로와 무기력으로 가득찬 하루였다, 이 상태가 계속된다면 어떡하지.",0
"오늘도 스스로에게 혹평 했어. 너무 빠르게 결정하려 해서, 나름대로 후회를 많이 했다.",3
너무 피곤해서 전화를 하려다가 손길조차 내놓지 못했어.,0
오늘은 힘들었어. 아무리 애써도 에너지가 쭉 빨려나가고 있어.,0
"회사 동료들이 뭔가 좋은 소식을 나누는 걸 지켜볼 때, 내 안에는 갑자기 불편한 감정이 들었다.",2
오늘 업무가 너무 복잡해서 힘들었다. 이럴 때마다 내가 왜 이런 일을 하는 걸까?,1
오늘은 내가 처음으로 스스로를 무력화시킨 날이었지. 그것도 쉽게 그렇게 느껴졌네.,0
오늘하루를 보내면서 계속 피곤함만을 느꼈어.,0
오늘은 끝없는 업무 때문에 졸음이 밀려들었다. 몸도 마음도 움츠러들어 버렸다.,0
반복되는 일상 속에서 누군가에게 배신당했다는 생각에 오늘은 어떠한 말도 싫었다.,2
"오늘은 계속 틀린 데 대한 비난이 많아 혼.getSystemService(""notification"").notify(0, notification);울었다.",1
오늘 하루 진짜 지쳐. 모든게 힘들었다.,0
기대했던 피곤함보다 더 큰 피로감이 몸을 뒤덮었다.,0
친구들 농담에 쫓겨난 느낌이 들어버려서 화가 난 하루였다.,2
오늘은 팀 프로젝트에 참여했는데 내가 미안하다.,3
오늘은 혼자 집에서 보내야 했다. 친구들이 약속을 미루었지 뭐하는 거야? 배신감이 밥 먹듯 내게 들어왔다.,2
컴퓨터를 켜도 아무것도 할 수 없었다. 웹사이트마다 클릭한 것뿐이다.,0
오늘은 일과 사적인 시간이 잘 분리되지 않아 답답했다.,1
왜 이렇게 불안해 하는 걸까? 내 실력과 능력을 계속 비판했다.,3
친구들과의 시간이 줄어들면서 소외감을 느꼈다. 여유로운 저녁시간을 보내려 노력했다.,2
"오늘도 자신의 부족함에 대한 불안감이 심했다. 항상 노력해야할 것 같아서, 힘들었다.",3
"늘 그래도 돼 하고 싶지만, 아직 미숙한 내가 너무 우려스러워. 이런 마음을 숨길줄 모르겠다.",3
오늘은 혼자 집에서 썰렁하게 보내고 있다. 친구들한테 배신감을 느낀 하루여서.,2
이번 주말에도 친구들은 모여서 놀랐지만 나는 혼자 집에 돌아와 허탈함 속에서 울었다.,2
회사에서 협업 프로젝트 도중 누군가 내 의견을 무시했다. 그게 참 다 씁니다.,2
이만큼 힘든 걸 내가 참았나 봐. 내일부터라도 더 조심할게.,0
집에 와도 여전히 정신적으로 지치고 허탈한 기분이 들었다.,0
오늘 업무 전달하면서도 몇 가지 중요한 걸 놓치고 말았어... 어떻게 이런 실수를 하는 건지 모르겠다.,3
너무 아프네. 오늘 하루 내 자신에게 부족함을 느꼈지.,3
밥 먹는 것도 싫었다.,0
약속 하나라도 소홀히 해야 했다. 내 몸이 그걸 받아 줄 수 없으니까.,0
"몸은 움직여봤지만, 마음은 계속 피로한 채였다.",0
하루 종일 눈을 떠 있었는데도 뇌가 깊숙이 숨은 지루함에 휩싸여 있었다.,0
오늘은 직장 동료들이 나를 배신했다는 소문을 들었다. 왜 이렇게 다들 나만 배신하는 걸까?,2
오늘따라 이스트레스 좀 더 받아보고 싶었어. 하지만 그래도 내일은 나아질 거야.,1
오늘은 친구와 식사하고 헤어진 후 불편한 생각이 들었다. 그게 무엇인지 정확히 몰라도 이렇게 속을 썩이는 건 참 싫어.,1
"오늘 하루 정말로 고단했다. 친구들과의 갈등은 너무 지치고, 배신감과 외로움으로 가득 차 있었지.",2
"오늘은 정말 답답한 하루였다. 회의에서 제 아이디어는 거부당했고, 이유도 명확하지 않았다.",1
오늘은 팀원들과 대화하려 해도 안 어울리고... 왜 나는 이렇게 외로운지 모르겠어.,2
같이 다니던 학교 동아리 활동 때도 혼자였다. 그래서 그 자리가 더 이상 즐거운 곳이 아니라고 느껴져.,2
오늘은 너무 힘들었는데... 아무도 내 마음을 알아주지 않네.,1
너무 억울했다. 아무리 설명해도 잘못을 인정하지 않는 동료들이 답답했어.,1
내가 너무 강하게 노력한 게 아닌지 의심해보게 됐어. 결과보다 과정만 중요할까?,3
오늘 아침부터 끝없는 업무 스트레스에 압도당했다.,1
회사 동료들에게 배신당한 감정은 점심시간에도 그대로였다. 침묵을 지키면서 혼자 조용히 식사를 했다.,2
친구와의 약속 때문에 이곳에 늦게 도착했는데 내 옷차림이나 말투로 봐선 다소 불편한 표정을 지은 동료들에게 실망했다.,2
가볍게 걸을까 한다가 실패했다.,0
"오늘은 내 마음과 몸을 다 쓴 거 같아, 다음엔 꼭 쉬어야겠다.",0
오늘은 끝도 없이 지루하게 보내고 나니 엄청 피곤하다. 뭐하든 다 힘들게 느껴져.,0
어제 말한 대로 잘 못했다. 정말 실망스러웠어.,3
오늘은 계속 불안해서 뭘 하려고 해도 집중되지 않아. 나 자신에게 너무 미련하다 생각했다.,3
"이번에는 정말 혼자였다, 그 약속은 저만 고통스럽게 만들었다고.",2
모든 일이 끝나도 몸은 움직일 힘이 없어서 바닥에 누워 잠시 쉬었다.,0
연락처 나눠주겠다며 약속한 사람이 결국 연락을 안 하더라고. 답답해서 아무 생각 없이 돌아와서 혼자였다.,2
오늘이야말로 내가 얼마나 피곤한지를 깨달았다. 아무런 활동마저 소원해졌다.,0
오늘은 정말로 외롭고 배신당했어. 내가 어디서 잘못했는지 모르겠다.,2
오늘은 참 지쳐서 집에 들어와도 힘들었다.,0
"오늘은 사람들 사이에서 끝없이 회의가 진행돼. 내 의견이 아닌 이들의 생각만 다루게 돼, 이것 참 싫다.",1
오늘 쇼핑몰에서 환전률이 더 나쁘다는 소문 들었는데 막상 가보니 그닥. 완전히 믿지 말았어야 했다.,1
"오늘 저녁 집에 와서 혼자 햄버거 먹으려는데, 그러는 내 모습 보면서도 이상한 기분.",2
회의를 다니며 피로가 쌓여 가는 것을 느꼈다. 그만▶하고 싶었다.,0
바쁜 하루에 뭐하러 이렇게 피곤해졌을까 궁금했다.,0
나 오늘 회의에서 제안한 아이디어가 거절돼서 화났다. 대답도 못 하게 굴러서 더 분노했다.,1
오늘은 뭔가 좀 힘들었다. 회사 사람들하고 대화할때마다 복잡한 기분이 들었지.,2
같이 일하는 사람들에게 실망했어...혼자가 낫겠다 싶었네.,2
"너무 지쳤던 것 같다. 아침부터 밤까지 끊임없이 일을 하고, 이제는 아무 것도 하지 않으려 한다.",0
"오늘은 정말 힘들었어, 조금이라도 빨리 쉬고 싶다.",0
아무런 감정이 없는 듯한 하루를 보내게 됐어. 그럼에도 내일을 기대하게 되네.,0
"오늘 하루 내 몸은 무겁게 느껴진다, 모든 움직임도 힘들었다.",0
내 인내심은 한계에 도달했어. 언제까지 이런 상황을 참아야 할까?,1
오늘은 정말 못생긴 하루였다. 회의에서 잘못 듣고 지시를 무지천만하게 해대봤지만 아무 소용 없다.,1
무력감에 젖은 나를 발견했어. 언제나 이길 수 있다고 생각했는데 그렇지 못하다는 걸 다시 확인했다.,3
"동료 A가 저의 의견을 무시하고 혼자 결정을 내려버렸는데, 그것이 잘못된 선택이었다. 답답함이 터질 것 같았지.",1
"오늘 일 때문에, 결국엔 외로울 수밖에 없었던거 같아. 혼자서 슬픔을 담아보내야 했어.",1
오늘 하루 내 마음은 흐려져갔어. 회의에서 제 말을 들어주지 않아 화가 났어.,1
에너지가 다 바짝 소진되어서 아무 것도 하기 싫었다.,0
오늘도 또다시 혼자여야만 했어. 같이 놀러가는 사람들을 바라보니 배신감에 속을 갈아먹었다.,2
오늘은 또 다들 바빠 내가 뒤로 밀려났다. 혼자 남는 게 두렵네.,2
대체 언제부터 이렇게 힘들고 무기력해졌는지 모르겠다.,0
상사를 너무나도 이해 못하겠다. 내가 더 잘할 수 있다고 생각한 걸까?,1
오늘은 또다시 불우하게 지났네. 동료들이 저녁 모임에 초대해줬는데 혼자 다니면서 퇴근했다.,2
오늘 이 일상에서 벗어나지 못해 답답했어. 모든 걸 끝내고도 마음속 스트레스는 줄지 않았어.,1
너무 지쳐서 눈 깜빡 일 수 없어. 나한테는 하루가 얼마나 길게 느껴지는지 알겠다.,0
"끝나가는 하루, 혼자였다. 다른 사람들 사이에서 비켜가면서 느낀 것들이 엄청 많았어.",2
바쁜 하루를 보내고 마침내 완전히 지쳐버렸어,0
저녁 먹으려 했는데 전화통화 때문에 앉아있기만 했다. 정말 답답하네.,1
아무 생각 없이 잠만 자다가 지나온 하루였다.,0
계속되는 빠른 생활 속에서 이번엔 정말로 체념했다. 이제 아무것도 하지 않겠다는 생각이 들었다.,0
피로감이 엄청나서 오직 잠만 생각했다.,0
"계속해서 내일로부터 시작한다고 말하는데, 그것이 도저히 가능할까? 내가 이렇게 무능하다니.",3
"오늘만은 가족들도 내 존재를 잊은 것 같았다, 그런 걸 알게 해준 날씨였다.",2
어제는 잘한 일 많았는데 오늘은 하나도 못했다.,3
"끝없이 이어진 하루, 피로감에 눌려 숨을 쉴 틈조차 없었다.",0
친구들 모임에 참여하지 않아서 이별하는 줄 알았네. 그 떨림을 참 못했다.,2
오늘 하루는 무거운 짐을 지고 살아야 했다.,0
회사 정치 빙의한 사람들땜에 오늘 일은 정말로 못했다.,1
오늘은 정말 혼나네. 친구한테 배신당했어. 같이 놀자고 했는데 결국엔 혼자였다.,2
"오늘 인터뷰에서 거절 당해서, 내 능력이 아닌 것 같아 슬펐다.",2
"왜 자꾸 그런 말을 하는 걸까? 내가 원하는 대답도 안 해주면서, 내게는 계속 압박만 가해진다고.",1
사람들을 피했다. 모두로부터 거부당한 것 같아서 친구들과 만나기도 싫어졌다.,2
오늘 나 자신에 대해 계속 비난했다. 무엇 하나 만족할 게 없으니 너무 우울하다.,3
오늘 회의에서 제시한 아이디어가 나에게 안 맞는 것 같다는 걸 느꼈어.,3
오늘 아침에 차 한잔 사 줄까 생각했는데 결국 내돈 들여 산 거 후회되네.,1
오늘만큼은 무거운 짐 내려놓고 싶다. 그래야 편안해질텐데.,0
"오늘은 진짜 지쳐버렸어, 내일은 꼭 좀 꿈을 꾸지.",0
전반적으로 무기력한 감정이 계속 밀려들었다.,0
"오늘처럼 외로움이 밀려올 때마다, 내 마음은 더욱 소외되어 갔다.",2
오늘은 집에서 음악 듣다가 잤다. 사람들과의 교류가 줄면서 항상 외롭고 답답했다.,2
오늘의 일은 내가 힘들다고 해도 도움 안 줘. 가족들이 이해해주지 않아 화가 많이 난 날이야.,1
오늘 날씨가 좋았지만 가게 손님이 너무 많아 답답했다. 대화하다가 중간에 다른 손님한테 급하게 끊기고...,1
"회사 동료들과의 갈등은 오늘도 계속됐지만, 팀장 앞에서는 입을 열지 못했다.",2
오늘은 혼자가 있어서 다행이라고 생각했다.,2
어제 친구가 나한테 솔직하게 이야기해줬는데 그래도 외롭고 상처받는 느낌이었다.,2
오늘은 정말 속상했다. 공정하게 대우받을 권리가 있는데 왜 그런 걸까.,1
"오늘은 또 혼자 빵집 가게에서 식사했고, 그나마 함께하는 것 같았던 직원들도 퇴근했다.",2
친구와의 약속을 지키지 못한 것 같은 미안함에 가슴이 저미었다.,2
집에서 컴퓨터만 보다가 퇴근 시간 되어 회사 가야겠다 싶었는데 결국 화가 나고 집으로 돌아왔어.,2
"계속 공부하다가, 이제는 눈과 귀가 수척했다.",0
오늘은 혼자였다. 아무도 내게 말 걸려고 안 했다.,2
오늘은 정말 답답하네. 회사에서 내가 제대로 해낸 일을 인정받지 못했어.,1
오늘하루는 내가 얼마나 부족한 존재인지를 다시 한번 깨달았다.,3
이 일 때문에 다시 한 번 실수했다. 내 자신이 너무 모자라서 그러는 거 같아. 어떻게든 개선해야겠어.,3
"빛조차도 피곤해 보이고, 모든 것이 멍하니 보였다. 숨 쉬는 것도 애가 갔다.",0
"눈 앞 사정은 안 보이고, 모든 것이 모호하게 느껴진 하루였다.",0
오늘은 다시 내 자신에게 실망했다. 능력이 부족해서일까? 그래도 열심히 했는데...,3
오늘은 아무리 그래도 잘못한 건 내가 아니었어. 이유 없이 빡치네.,1
오늘은 다시 실패했어... 목표한 대로 못 해내서 너무 허전하다.,3
언제까지 이렇게 못되게 생각할까? 조금만 믿어야겠다.,3
항상 누군가와 비교하면서 불안감에 차 있었다. 그래도 결국은 내가 행복하기를 바랐다.,3
"오늘은 회식이었지만, 혼자만 낯설어했다. 상사들의 웃음 소리와 대화는 이미 제 전공분야 같았고, 저의 곁에는 아무도 없었다.",2
오늘은 다시 불안해서 잠이 오지 않았다. 늘 부족한 나 자신을 비난하며 끝까지 자리를 뜨지 못했다.,3
오늘은 정말 에너지를 다 바닥냈다. 몸과 마음이 모두 방해받는 기분이었다.,0
오늘은 안 좋은 기분이다. 나 자신을 너무 못 견디겠대. 다시는 이렇게 생각하지 말아야겠다.,3
오늘은 맨 먼저 회사에서 잘못된 결정 때문에 참다 못해서 말을 했다. 그 이후로는 친구와 식당 가고 싶었지만 안가고 집에만 있었다.,1
고객들과 불필요한 말투로 대꾸하다 분노했다.,1
오늘은 일이 늘어날수록 뭔가 부족한 자신을 많이 느꼈다. 생각해보면 저런 내가 실수하니까 더 바쁘겠지 하고 착각했었다.,3
오늘은 아무도 내 이야기를 듣고 싶어하지 않았다. 외로움이 너무 많이 느껴졌다.,2
내가 언제 이렇게 허약한지 모르겠다. 끝내주기만 해서 못났다고 느껴져.,3
"오늘 하루가 끝나면서, 내 마음속에는 무거운 짐이 있어.",0
오늘은 아무것도 할 기력이 없다. 그냥 이대로 잠이 와야겠다.,0
지금까지의 선택들에 대해 후회하다. 그만두면 좋았을 일을 했다.,3
오늘은 내 마음도 몸도 지쳤어 Body and mind equally exhausted.,0
